RecordId,RecordType,Status,Parent,Reference,AccessCondition,Administrative Context,Arrangement,Copies Information,Custodial History,Date Range,Decimal Latitude,Decimal Longitude,Description Language,Description Language Code,Description Script,Description Script Code,End Date,Extent & Format,External Ref,Imm Source Acq,Legal Status,Level of Detail,Languages,Language Codes,Scripts,Script Codes,Material Type,MDARK,Note,ObjectURL,OrigInfo,Physical Characteristics,Project Collection,Publication Note,Related Material,Scope & Content,Sibling Order,Start Date,Title,User Conditions,Creators,Related Names,Related Places,Related Subjects,Related Archive Descriptions,,,Logical label
040-002360481,File,Published,036-002360461,EAP310/1/1/20,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 370 TIFF images; 8.51GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0001e7,,http://eap.bl.uk/database/overview_item.a4d?catId=19397;r=3604,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains various tantric literaturess including such as Aryavajraajitaanalapramohaninamadharani. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 370 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: WaScript(s) of material: Tibetan dBu can script.",20,1650,rGyud 'bum Wa,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360482,File,Published,036-002360461,EAP310/1/1/21,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 478 TIFF images; 13.5GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0001e8,,http://eap.bl.uk/database/overview_item.a4d?catId=19398;r=29692,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volumes contains various tantric literatures such as Sarvadharmamahasantibodhicittakulayaraja. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 478 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: KaScript(s) of material: Tibetan dBu can script.",21,1650,rNying rgyud Ka,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360483,File,Published,036-002360461,EAP310/1/1/22,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 467 TIFF images; 13.2GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0001e9,,http://eap.bl.uk/database/overview_item.a4d?catId=19399;r=22262,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volumes contains various tantric literatures such as Sarvatathagatacittaguhyajnana-arthagarbhakrodhavajrakulatantrapinda-arthavidyayogasiddhasutra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 467 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: KhaScript(s) of material: Tibetan dBu can script.",22,1650,rNying rgyud Kha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360484,File,Published,036-002360461,EAP310/1/1/23,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 391 TIFF images; 11GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0001ea,,http://eap.bl.uk/database/overview_item.a4d?catId=19400;r=30923,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volumes contains various tantric literatures such as Devijalimahamayatantra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 391 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: GaScript(s) of material: Tibetan dBu can script.",23,1650,rNying rgyud Ga,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360485,File,Published,036-002360461,EAP310/1/1/24,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 519 TIFF images; 11.9GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0001eb,,http://eap.bl.uk/database/overview_item.a4d?catId=19401;r=18227,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volumes contains the first volume of Kalacakra commentary composed by Pundarika. The name of the commentary is Vimalaprabhanamamulatantranusarinidvadashasahasrika-laghukalacakratantrarajatika. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 519 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: sTod chaScript(s) of material: Tibetan dBu can script.",24,1650,'Dus 'khor 'grel pa sTod cha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360486,File,Published,036-002360461,EAP310/1/1/25,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 444 TIFF images; 12.5GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0001ec,,http://eap.bl.uk/database/overview_item.a4d?catId=19402;r=18523,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volumes contains the second volume of Kalacakra commentary composed by Pundarika. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 443 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: sMad chaScript(s) of material: Tibetan dBu can script.",25,1650,'Dus 'khor 'grel pa sMad cha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360487,File,Published,036-002360461,EAP310/1/1/26,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 572 TIFF images; 16.1GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0001ed,,http://eap.bl.uk/database/overview_item.a4d?catId=19403;r=21692,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,The volumes contains the commentary of Kalacakra composed by Pundarika. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The text starts on the verso of the first folio. 1 volume containing 571 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: Script(s) of material: Tibetan dBu can script.,26,1650,'Dus 'khor 'grel pa,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360488,File,Published,036-002360461,EAP310/1/1/27,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 523 TIFF images; 14.8GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0001ee,,http://eap.bl.uk/database/overview_item.a4d?catId=19404;r=20650,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the Aryabhadrakalpitasutra. The sutra section consists of discourses attributed to the Buddha and his disciples and deal with a wide range of topics including philosophy, ethics, cosmology, rituals, etc. Some sutras are parts of the earliest Buddhist canon while the large mahayanasutras are later composition gaining popularity around the beginning of the first millennium. They form an important part of the mahayana movement. Most of the sutras were translated into Tibetan during the Early Diffusion of Buddhism in Tibet in the 8th and 9th centuries. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 523 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: KaScript(s) of material: Tibetan dBu can script.",27,1650,mDo sde Ka,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360489,File,Published,036-002360461,EAP310/1/1/28,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 420 TIFF images; 11.8GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0001ef,,http://eap.bl.uk/database/overview_item.a4d?catId=19405;r=27452,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains the Aryalalitavistarasutra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 420 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: KhaScript(s) of material: Tibetan dBu can script.",28,1650,mDo sde Kha,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360490,File,Published,036-002360461,EAP310/1/1/29,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 486 TIFF images; 11.1GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0001f0,,http://eap.bl.uk/database/overview_item.a4d?catId=19406;r=21877,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains sutras such as the Aryanishthatabhagavadajnanavaipulyasutra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume containing 486 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: GaScript(s) of material: Tibetan dBu can script.",29,1650,mDo sde Ga,,,,"Bhutan, Asia, Unspecified",,,,,
040-002360464,File,Published,036-002360461,EAP310/1/1/3,Unrestricted,,,,,1650-1950,,,English,eng,Latin,Latn,1950,1 folder containing 410 TIFF images; 9.43GB,,,Not Public Record(s),Minimum (Archive Desc),Tibetan,tib,Tibetan,Tibt,Archives and Manuscripts,ark:/81055/vdc_100000000926.0x0001d6,,http://eap.bl.uk/database/overview_item.a4d?catId=19380;r=15333,,,"The digital documentation of manuscripts in Thadrak, Tshamdrak and Neyphug Temples",,,"The volume contains tantric literature such as Shriherukabhyudyatantra. The volume is written on cream coloured traditional Bhutanese paper made from dahpne bark. It is written in black ink. The text is wrapped in several layers of cloth and bound between two think wood covers. The leaves are roughly 62x11.5cm. The first folios of the kanjur series have a deep blue background in the text box, most likely painted using malachite. Letters are written in gold ink. The text starts on the verso of the first folio which also has a silk cover. 1 volume of 410 folios of manuscripts on paper in loose leaf poti format.Dates of original material: probably 18th centuryVolume: GaScript(s) of material: Tibetan dBu can script.",3,1650,rGyud 'bum Ga,,,,"Bhutan, Asia, Unspecified",,,,,
